C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\center_2019_09_01_13_09_30_684.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\left_2019_09_01_13_09_30_684.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\right_2019_09_01_13_09_30_684.jpg,0,0,0,1.879825E-05
C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\center_2019_09_01_13_09_30_761.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\left_2019_09_01_13_09_30_761.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\right_2019_09_01_13_09_30_761.jpg,0,0,0,1.746488E-05
C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\center_2019_09_01_13_09_30_832.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\left_2019_09_01_13_09_30_832.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\right_2019_09_01_13_09_30_832.jpg,0,0,0,1.117527E-05
C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\center_2019_09_01_13_09_30_900.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\left_2019_09_01_13_09_30_900.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\right_2019_09_01_13_09_30_900.jpg,0,0,0,5.575109E-06
C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\center_2019_09_01_13_09_30_969.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\left_2019_09_01_13_09_30_969.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\right_2019_09_01_13_09_30_969.jpg,0,0,0,3.774853E-06
C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\center_2019_09_01_13_09_31_041.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\left_2019_09_01_13_09_31_041.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\right_2019_09_01_13_09_31_041.jpg,0,0,0,4.394902E-06
C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\center_2019_09_01_13_09_31_112.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\left_2019_09_01_13_09_31_112.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\right_2019_09_01_13_09_31_112.jpg,0,0,0,2.362081E-05
C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\center_2019_09_01_13_09_31_183.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\left_2019_09_01_13_09_31_183.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\right_2019_09_01_13_09_31_183.jpg,0,0,0,2.713753E-05
C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\center_2019_09_01_13_09_31_255.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\left_2019_09_01_13_09_31_255.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\right_2019_09_01_13_09_31_255.jpg,0,0,0,1.344293E-05
C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\center_2019_09_01_13_09_31_325.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\left_2019_09_01_13_09_31_325.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\right_2019_09_01_13_09_31_325.jpg,0,0,0,6.00409E-07
C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\center_2019_09_01_13_09_31_396.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\left_2019_09_01_13_09_31_396.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\right_2019_09_01_13_09_31_396.jpg,0,0,0,3.26096E-06
C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\center_2019_09_01_13_09_31_467.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\left_2019_09_01_13_09_31_467.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\right_2019_09_01_13_09_31_467.jpg,0,0,0,1.224333E-05
C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\center_2019_09_01_13_09_31_535.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\left_2019_09_01_13_09_31_535.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\right_2019_09_01_13_09_31_535.jpg,0,0,0,1.039374E-05
C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\center_2019_09_01_13_09_31_604.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\left_2019_09_01_13_09_31_604.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\right_2019_09_01_13_09_31_604.jpg,0,0,0,4.210097E-06
C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\center_2019_09_01_13_09_31_672.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\left_2019_09_01_13_09_31_672.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\right_2019_09_01_13_09_31_672.jpg,0,0,0,1.895669E-05
C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\center_2019_09_01_13_09_31_742.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\left_2019_09_01_13_09_31_742.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\right_2019_09_01_13_09_31_742.jpg,0,0,0,2.520914E-05
C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\center_2019_09_01_13_09_31_813.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\left_2019_09_01_13_09_31_813.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\right_2019_09_01_13_09_31_813.jpg,0,0.1288146,0,0.03928968
C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\center_2019_09_01_13_09_31_884.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\left_2019_09_01_13_09_31_884.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\right_2019_09_01_13_09_31_884.jpg,0,0.3075894,0,0.2237986
C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\center_2019_09_01_13_09_31_956.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\left_2019_09_01_13_09_31_956.jpg,C:\Users\rctbr\OneDrive\Desktop\Nanodegree\CarND-Behavioral-Cloning-P3\data\IMG\right_2019_09_01_13_09_31_956.jpg,0,0.5556783,0,0.6500303
